Number of GPU,Loading Time,Computation + Communication Time,Real Time
1,0.3907811641693115,1.8222854137420654,2.2131142616271973
2,0.11637353897094727,0.29415321350097656,0.41056203842163086
2,0.10989594459533691,0.30150699615478516,0.41143798828125
3,0.12712764739990234,0.24429988861083984,0.3714640140533447
3,0.07479548454284668,0.25128793716430664,0.3261399269104004
3,0.08115196228027344,0.24697470664978027,0.32816481590270996
